date,exdate,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,optionid,index_flag,issuer,div_convention,exercise_style
2014-03-07,2014-06-21,C,465000,67.5,69.65,0,4,0.219269,102777803,0,APPLE INC,,A
2014-03-07,2014-06-21,C,470000,63.2,65.45,0,7,0.220001,102777804,0,APPLE INC,,A
2014-03-07,2014-06-21,C,475000,59.05,61.15,0,11,0.219723,102777805,0,APPLE INC,,A
2014-03-07,2014-06-21,C,480000,55,57.55,0,4,0.222425,102777806,0,APPLE INC,,A
2014-03-07,2014-06-21,C,485000,52.2,53.25,0,3,0.227045,102777807,0,APPLE INC,,A
2014-03-07,2014-06-21,C,490000,48.45,49.5,0,14,0.226609,102777808,0,APPLE INC,,A
2014-03-07,2014-06-21,C,495000,44.8,45.9,0,5,0.226325,102777809,0,APPLE INC,,A
2014-03-07,2014-06-21,C,500000,41.45,42.45,33,108,0.226529,102777810,0,APPLE INC,,A
2014-03-07,2014-06-21,C,505000,38.2,39.1,1,27,0.225985,102777811,0,APPLE INC,,A
2014-03-07,2014-06-21,C,510000,35.1,36.05,4,50,0.226424,102777812,0,APPLE INC,,A
2014-03-07,2014-06-21,C,515000,32.45,33.25,8,62,0.228333,102777813,0,APPLE INC,,A
2014-03-07,2014-06-21,C,520000,29.4,30.15,5,340,0.225694,102777814,0,APPLE INC,,A
2014-03-07,2014-06-21,C,525000,26.95,27.4,76,381,0.225722,102777815,0,APPLE INC,,A
2014-03-07,2014-06-21,C,530000,24.55,25,185,494,0.225991,102777816,0,APPLE INC,,A
2014-03-07,2014-06-21,C,535000,22.15,22.65,35,388,0.225284,102777817,0,APPLE INC,,A
2014-03-07,2014-06-21,C,540000,20.1,20.45,154,136,0.225214,102777818,0,APPLE INC,,A
2014-03-07,2014-06-21,C,545000,18.05,18.45,59,85,0.224799,102777819,0,APPLE INC,,A
2014-03-07,2014-06-21,C,550000,16,16.55,103,308,0.223403,102777820,0,APPLE INC,,A
2014-03-07,2014-06-21,C,555000,14.3,14.8,4,115,0.22282,102777821,0,APPLE INC,,A
2014-03-07,2014-06-21,C,560000,12.8,13.4,81,256,0.223658,102777822,0,APPLE INC,,A
2014-03-07,2014-06-21,C,565000,11.35,11.8,22,105,0.222453,102777823,0,APPLE INC,,A
2014-03-07,2014-06-21,C,570000,10,10.5,41,188,0.221961,102777824,0,APPLE INC,,A
2014-03-07,2014-06-21,C,575000,8.9,9.35,1,67,0.222382,102777825,0,APPLE INC,,A
2014-03-07,2014-06-21,C,580000,7.9,8.25,36,259,0.222294,102777826,0,APPLE INC,,A
2014-03-07,2014-06-21,C,585000,6.9,7.25,4,57,0.221621,102777827,0,APPLE INC,,A
2014-03-07,2014-06-21,C,590000,6.1,6.4,8,277,0.221944,102777828,0,APPLE INC,,A
2014-03-07,2014-06-21,C,595000,5.35,5.65,1,20,0.222086,102777829,0,APPLE INC,,A
2014-03-07,2014-06-21,C,600000,4.7,5,11,181,0.222574,102777830,0,APPLE INC,,A
2014-03-07,2014-06-21,C,605000,4.1,4.4,1,59,0.222727,102777831,0,APPLE INC,,A
2014-03-07,2014-06-21,C,610000,3.6,3.9,1,20,0.223421,102777832,0,APPLE INC,,A
2014-03-07,2014-06-21,C,615000,3.15,3.45,0,76,0.224051,102777833,0,APPLE INC,,A
2014-03-07,2014-06-21,C,620000,2.76,3.2,0,14,0.22627,102777834,0,APPLE INC,,A
2014-03-07,2014-06-21,C,625000,2.43,2.94,2,21,0.228275,102777835,0,APPLE INC,,A
2014-03-07,2014-06-21,C,630000,2.13,2.68,0,11,0.229919,102777836,0,APPLE INC,,A
2014-03-07,2014-06-21,C,635000,1.87,2.19,0,27,0.228459,102777837,0,APPLE INC,,A
2014-03-07,2014-06-21,C,640000,1.65,2.05,0,1,0.230989,102777838,0,APPLE INC,,A
2014-03-07,2014-06-21,C,645000,1.43,1.63,0,32,0.228798,102777839,0,APPLE INC,,A
2014-03-07,2014-06-21,C,650000,1.26,1.5,3,12,0.230822,102777840,0,APPLE INC,,A
2014-03-07,2014-06-21,C,655000,1.11,1.36,0,40,0.232439,102777841,0,APPLE INC,,A
2014-03-07,2014-06-21,C,660000,0.96,1.19,0,0,0.232829,102777842,0,APPLE INC,,A
2014-03-07,2014-06-21,C,665000,0.84,1.06,1,14,0.23389,102777843,0,APPLE INC,,A
2014-03-07,2014-06-21,C,670000,0.73,1.09,2,8,0.238202,102777844,0,APPLE INC,,A
2014-03-07,2014-06-21,C,675000,0.64,0.98,0,0,0.239438,102777845,0,APPLE INC,,A
2014-03-07,2014-06-21,C,680000,0.6,0.81,1,19,0.239773,102777846,0,APPLE INC,,A
2014-03-07,2014-06-21,C,685000,0.51,0.79,0,1,0.242306,102777847,0,APPLE INC,,A
2014-03-07,2014-06-21,C,690000,0.45,0.7,0,0,0.243237,102777848,0,APPLE INC,,A
2014-03-07,2014-06-21,C,695000,0.41,0.66,0,0,0.245995,102777849,0,APPLE INC,,A
2014-03-07,2014-06-21,C,700000,0.36,0.65,0,2,0.249197,102777850,0,APPLE INC,,A
2014-03-07,2014-06-21,C,705000,0.33,0.61,0,1,0.25181,102777851,0,APPLE INC,,A
2014-03-07,2014-06-21,C,710000,0.3,0.6,0,0,0.255367,102777852,0,APPLE INC,,A
2014-03-07,2014-06-21,C,715000,0.28,0.59,0,0,0.259195,102777853,0,APPLE INC,,A
2014-03-07,2014-06-21,C,720000,0.24,0.54,0,0,0.260264,102777854,0,APPLE INC,,A
2014-03-07,2014-06-21,C,725000,0.18,0.52,0,0,0.261356,102777855,0,APPLE INC,,A
2014-03-07,2014-06-21,C,730000,0.2,0.49,0,0,0.265643,102777856,0,APPLE INC,,A
2014-03-07,2014-06-21,C,735000,0.19,0.49,0,0,0.269865,102777857,0,APPLE INC,,A
2014-03-07,2014-06-21,C,740000,0.17,0.49,0,0,0.273492,102777858,0,APPLE INC,,A
2014-03-07,2014-06-21,C,745000,0.15,0.47,0,0,0.275907,102777859,0,APPLE INC,,A
2014-03-07,2014-06-21,C,750000,0.1,0.46,0,30,0.276905,102777860,0,APPLE INC,,A
2014-03-07,2014-06-21,C,755000,0.13,0.45,0,0,0.282601,102777861,0,APPLE INC,,A
2014-03-07,2014-06-21,C,760000,0.12,0.42,0,0,0.284525,102777862,0,APPLE INC,,A
2014-03-07,2014-06-21,C,765000,0.11,0.41,0,0,0.287575,102777863,0,APPLE INC,,A
2014-03-07,2014-06-21,C,770000,0.11,0.34,0,0,0.286915,102777864,0,APPLE INC,,A
2014-03-07,2014-06-21,C,775000,0.09,0.32,0,0,0.288016,102777865,0,APPLE INC,,A
2014-03-07,2014-06-21,C,780000,0.08,0.3,38,0,0.289655,102777866,0,APPLE INC,,A
2014-03-07,2014-06-21,C,785000,0.07,0.29,9,0,0.29197,102777867,0,APPLE INC,,A
2014-03-07,2014-06-21,P,285000,0,0.16,0,0,0.419048,102777868,0,APPLE INC,,A
2014-03-07,2014-06-21,P,290000,0,0.17,0,0,0.410495,102777869,0,APPLE INC,,A
2014-03-07,2014-06-21,P,295000,0,0.18,0,0,0.401898,102777870,0,APPLE INC,,A
2014-03-07,2014-06-21,P,300000,0,0.18,43,0,0.391105,102777871,0,APPLE INC,,A
2014-03-07,2014-06-21,P,305000,0,0.19,0,0,0.382596,102777872,0,APPLE INC,,A
2014-03-07,2014-06-21,P,310000,0,0.2,0,0,0.37407,102777873,0,APPLE INC,,A
2014-03-07,2014-06-21,P,315000,0,0.21,0,0,0.365537,102777874,0,APPLE INC,,A
2014-03-07,2014-06-21,P,320000,0,0.22,0,0,0.357005,102777875,0,APPLE INC,,A
2014-03-07,2014-06-21,P,325000,0.01,0.24,0,0,0.351659,102777876,0,APPLE INC,,A
2014-03-07,2014-06-21,P,330000,0.03,0.25,0,0,0.345818,102777877,0,APPLE INC,,A
2014-03-07,2014-06-21,P,335000,0.03,0.29,0,0,0.340819,102777878,0,APPLE INC,,A
2014-03-07,2014-06-21,P,340000,0.05,0.28,0,0,0.331864,102777879,0,APPLE INC,,A
2014-03-07,2014-06-21,P,345000,0.06,0.35,0,0,0.330271,102777880,0,APPLE INC,,A
2014-03-07,2014-06-21,P,350000,0.04,0.38,0,0,0.321093,102777881,0,APPLE INC,,A
2014-03-07,2014-06-21,P,355000,0.05,0.33,0,0,0.30728,102777882,0,APPLE INC,,A
2014-03-07,2014-06-21,P,360000,0.08,0.36,0,0,0.302915,102777883,0,APPLE INC,,A
2014-03-07,2014-06-21,P,365000,0.14,0.39,0,120,0.30013,102777884,0,APPLE INC,,A
2014-03-07,2014-06-21,P,370000,0.17,0.43,0,0,0.295004,102777885,0,APPLE INC,,A
2014-03-07,2014-06-21,P,375000,0.21,0.48,0,0,0.290553,102777886,0,APPLE INC,,A
2014-03-07,2014-06-21,P,380000,0.26,0.53,0,0,0.285981,102777887,0,APPLE INC,,A
2014-03-07,2014-06-21,P,385000,0.3,0.59,0,0,0.280775,102777888,0,APPLE INC,,A
2014-03-07,2014-06-21,P,390000,0.39,0.66,0,2,0.277547,102777889,0,APPLE INC,,A
2014-03-07,2014-06-21,P,395000,0.4,0.76,0,2,0.271578,102777890,0,APPLE INC,,A
2014-03-07,2014-06-21,P,400000,0.56,0.83,0,30,0.269193,102777891,0,APPLE INC,,A
2014-03-07,2014-06-21,P,405000,0.67,0.96,0,29,0.265954,102777892,0,APPLE INC,,A
2014-03-07,2014-06-21,P,410000,0.75,1.14,2,6,0.26229,102777893,0,APPLE INC,,A
2014-03-07,2014-06-21,P,415000,0.92,1.33,0,10,0.260018,102777894,0,APPLE INC,,A
2014-03-07,2014-06-21,P,420000,1.07,1.54,0,85,0.256586,102777895,0,APPLE INC,,A
2014-03-07,2014-06-21,P,425000,1.34,1.79,10,68,0.255058,102777896,0,APPLE INC,,A
2014-03-07,2014-06-21,P,430000,1.68,2.01,0,42,0.252843,102777897,0,APPLE INC,,A
2014-03-07,2014-06-21,P,435000,1.91,2.37,5,7,0.249853,102777898,0,APPLE INC,,A
2014-03-07,2014-06-21,P,440000,2.32,2.71,4,37,0.247833,102777899,0,APPLE INC,,A
2014-03-07,2014-06-21,P,445000,2.55,3.2,0,29,0.244257,102777900,0,APPLE INC,,A
2014-03-07,2014-06-21,P,450000,3.25,3.8,2,84,0.245612,102777901,0,APPLE INC,,A
2014-03-07,2014-06-21,P,455000,3.8,4.35,1,39,0.243332,102777902,0,APPLE INC,,A
2014-03-07,2014-06-21,P,460000,4.5,5,0,273,0.241941,102777903,0,APPLE INC,,A
2014-03-07,2014-06-21,P,465000,5.2,5.75,0,28,0.239982,102777904,0,APPLE INC,,A
2014-03-07,2014-06-21,P,470000,6.05,6.5,0,25,0.237845,102777905,0,APPLE INC,,A
2014-03-07,2014-06-21,P,475000,7,7.35,44,149,0.235784,102777906,0,APPLE INC,,A
2014-03-07,2014-06-21,P,480000,8.05,8.65,0,138,0.235893,102777907,0,APPLE INC,,A
2014-03-07,2014-06-21,P,485000,9.3,9.75,5,49,0.234482,102777908,0,APPLE INC,,A
2014-03-07,2014-06-21,P,490000,10.6,11.1,10,82,0.233371,102777909,0,APPLE INC,,A
2014-03-07,2014-06-21,P,495000,12.1,12.85,23,60,0.234038,102777910,0,APPLE INC,,A
2014-03-07,2014-06-21,P,500000,13.75,14.25,21,507,0.232176,102777911,0,APPLE INC,,A
2014-03-07,2014-06-21,P,505000,15.55,16,3,74,0.231446,102777912,0,APPLE INC,,A
2014-03-07,2014-06-21,P,510000,17.5,17.9,104,83,0.230744,102777913,0,APPLE INC,,A
2014-03-07,2014-06-21,P,515000,19.6,20,17,293,0.230251,102777914,0,APPLE INC,,A
2014-03-07,2014-06-21,P,520000,21.85,22.2,205,432,0.229514,102777915,0,APPLE INC,,A
2014-03-07,2014-06-21,P,525000,24.3,24.7,1,393,0.229622,102777916,0,APPLE INC,,A
2014-03-07,2014-06-21,P,530000,26.85,27.2,17,358,0.228819,102777917,0,APPLE INC,,A
2014-03-07,2014-06-21,P,535000,29.5,29.85,63,135,0.227787,102777918,0,APPLE INC,,A
2014-03-07,2014-06-21,P,540000,32.35,32.75,13,102,0.227394,102777919,0,APPLE INC,,A
2014-03-07,2014-06-21,P,545000,35.35,35.85,0,34,0.227258,102777920,0,APPLE INC,,A
2014-03-07,2014-06-21,P,550000,38.5,39.4,12,18,0.228556,102777921,0,APPLE INC,,A
2014-03-07,2014-06-21,P,555000,41.8,42.65,0,0,0.227912,102777922,0,APPLE INC,,A
2014-03-07,2014-06-21,P,560000,45.2,46,0,36,0.226951,102777923,0,APPLE INC,,A
2014-03-07,2014-06-21,P,565000,48.8,49.65,0,0,0.227158,102777924,0,APPLE INC,,A
2014-03-07,2014-06-21,P,570000,52.45,53.4,0,12,0.226914,102777925,0,APPLE INC,,A
2014-03-07,2014-06-21,P,575000,56.2,57.25,0,1,0.22651,102777926,0,APPLE INC,,A
2014-03-07,2014-06-21,P,580000,60.2,61.25,0,0,0.227121,102777927,0,APPLE INC,,A
2014-03-07,2014-06-21,P,585000,64.25,65.35,0,3,0.227515,102777928,0,APPLE INC,,A
2014-03-07,2014-06-21,P,590000,68.45,69.6,0,0,0.228693,102777929,0,APPLE INC,,A
2014-03-07,2014-06-21,P,595000,72.15,74.8,0,0,0.231859,102777930,0,APPLE INC,,A
2014-03-07,2014-06-21,P,600000,77.1,79.15,28,131,0.237071,102777931,0,APPLE INC,,A
2014-03-07,2014-06-21,P,605000,81.55,83.6,0,0,0.238866,102777932,0,APPLE INC,,A
2014-03-07,2014-06-21,P,610000,86,88.1,0,0,0.240209,102777933,0,APPLE INC,,A
2014-03-07,2014-06-21,P,615000,90.65,92.65,0,0,0.242757,102777934,0,APPLE INC,,A
2014-03-07,2014-06-21,P,620000,94.8,97.35,0,5,0.241549,102777935,0,APPLE INC,,A
2014-03-07,2014-06-21,P,625000,99.85,102.05,29,0,0.247677,102777936,0,APPLE INC,,A
2014-03-07,2014-06-21,P,630000,104,106.7,14,1,0.244148,102777937,0,APPLE INC,,A
2014-03-07,2014-06-21,P,635000,109.25,111.45,0,0,0.252032,102777938,0,APPLE INC,,A
2014-03-07,2014-06-21,P,640000,113.9,116.1,0,0,0.252148,102777939,0,APPLE INC,,A
2014-03-07,2014-06-21,P,645000,118.75,120.85,0,0,0.255007,102777940,0,APPLE INC,,A
2014-03-07,2014-06-21,P,650000,123.1,125.65,0,0,0.25154,102777941,0,APPLE INC,,A
2014-03-07,2014-06-21,P,655000,127.9,130.55,0,0,0.254425,102777942,0,APPLE INC,,A
2014-03-07,2014-06-21,P,660000,132.6,135.4,0,0,0.254617,102777943,0,APPLE INC,,A
2014-03-07,2014-06-21,P,665000,137.3,140.3,0,0,0.25483,102777944,0,APPLE INC,,A
2014-03-07,2014-06-21,P,670000,142.2,145.2,0,0,0.257844,102777945,0,APPLE INC,,A
2014-03-07,2014-06-21,P,675000,147.15,150.1,0,0,0.261452,102777946,0,APPLE INC,,A
2014-03-07,2014-06-21,P,680000,152.1,155,0,0,0.26481,102777947,0,APPLE INC,,A
2014-03-07,2014-06-21,P,685000,157.05,159.95,0,0,0.26893,102777948,0,APPLE INC,,A
2014-03-07,2014-06-21,P,690000,161.95,164.9,0,0,0.271806,102777949,0,APPLE INC,,A
2014-03-07,2014-06-21,P,695000,166.9,169.85,0,0,0.275535,102777950,0,APPLE INC,,A
2014-03-07,2014-06-21,P,700000,171.85,174.8,0,0,0.27908,102777951,0,APPLE INC,,A
2014-03-07,2014-06-21,P,705000,176.8,179.8,0,0,0.283637,102777952,0,APPLE INC,,A
2014-03-07,2014-06-21,P,710000,181.75,184.7,0,0,0.285564,102777953,0,APPLE INC,,A
2014-03-07,2014-06-21,P,715000,186.7,189.65,0,0,0.288484,102777954,0,APPLE INC,,A
2014-03-07,2014-06-21,P,720000,191.65,194.65,0,0,0.292597,102777955,0,APPLE INC,,A
2014-03-07,2014-06-21,P,725000,196.65,199.65,0,0,0.298011,102777956,0,APPLE INC,,A
2014-03-07,2014-06-21,P,730000,201.65,204.6,0,0,0.301945,102777957,0,APPLE INC,,A
2014-03-07,2014-06-21,P,735000,206.65,209.6,0,0,0.307242,102777958,0,APPLE INC,,A
2014-03-07,2014-06-21,P,740000,211.6,214.55,0,0,0.309489,102777959,0,APPLE INC,,A
2014-03-07,2014-06-21,P,745000,216.6,219.55,0,0,0.314661,102777960,0,APPLE INC,,A
2014-03-07,2014-06-21,P,750000,221.6,224.55,0,0,0.319787,102777961,0,APPLE INC,,A
2014-03-07,2014-06-21,P,755000,226.6,229.5,0,0,0.323276,102777962,0,APPLE INC,,A
2014-03-07,2014-06-21,P,760000,231.6,234.5,0,0,0.328298,102777963,0,APPLE INC,,A
2014-03-07,2014-06-21,P,765000,236.55,239.5,0,0,0.331622,102777964,0,APPLE INC,,A
2014-03-07,2014-06-21,P,770000,241.55,244.45,0,0,0.334838,102777965,0,APPLE INC,,A
2014-03-07,2014-06-21,P,775000,246.55,249.45,0,0,0.339705,102777966,0,APPLE INC,,A
2014-03-07,2014-06-21,P,780000,251.5,254.45,0,0,0.342757,102777967,0,APPLE INC,,A
2014-03-07,2014-06-21,P,785000,256.5,259.4,0,0,0.345691,102777968,0,APPLE INC,,A
2014-03-07,2014-07-19,C,235000,293.5,296.15,0,0,,101662151,0,APPLE INC,,A
2014-03-07,2014-07-19,C,240000,288.5,291.15,0,0,,101662152,0,APPLE INC,,A
2014-03-07,2014-07-19,C,245000,283.5,286.15,0,0,,101662153,0,APPLE INC,,A
2014-03-07,2014-07-19,C,250000,278.5,281.15,0,0,,101662154,0,APPLE INC,,A
2014-03-07,2014-07-19,C,255000,273.5,276.15,0,0,,101662155,0,APPLE INC,,A
2014-03-07,2014-07-19,C,260000,268.5,271.15,0,0,,101662156,0,APPLE INC,,A
2014-03-07,2014-07-19,C,265000,263.5,266.15,0,0,,101662157,0,APPLE INC,,A
2014-03-07,2014-07-19,C,270000,258.5,261.15,0,0,,101662158,0,APPLE INC,,A
2014-03-07,2014-07-19,C,275000,253.5,256.15,0,0,,101662159,0,APPLE INC,,A
2014-03-07,2014-07-19,C,280000,248.5,251.5,0,0,,101662160,0,APPLE INC,,A
2014-03-07,2014-07-19,C,285000,243.5,246.7,0,0,,101662161,0,APPLE INC,,A
2014-03-07,2014-07-19,C,290000,238.5,241.5,0,2,,101662162,0,APPLE INC,,A
2014-03-07,2014-07-19,C,295000,233.5,236.2,0,0,,101662163,0,APPLE INC,,A
2014-03-07,2014-07-19,C,300000,228.5,231.2,0,4,,101662164,0,APPLE INC,,A
2014-03-07,2014-07-19,C,305000,223.55,226.2,0,0,,101662165,0,APPLE INC,,A
2014-03-07,2014-07-19,C,310000,218.55,221.2,0,2,,101662166,0,APPLE INC,,A
2014-03-07,2014-07-19,C,315000,213.55,216.2,0,0,,101662167,0,APPLE INC,,A
2014-03-07,2014-07-19,C,320000,208.55,211.2,0,1,,101662168,0,APPLE INC,,A
2014-03-07,2014-07-19,C,325000,203.55,206.2,0,0,,101662169,0,APPLE INC,,A
2014-03-07,2014-07-19,C,330000,198.55,201.2,0,0,,101662170,0,APPLE INC,,A
2014-03-07,2014-07-19,C,335000,193.55,196.2,0,0,,101662171,0,APPLE INC,,A
2014-03-07,2014-07-19,C,340000,188.6,191.2,0,1,,101662172,0,APPLE INC,,A
2014-03-07,2014-07-19,C,345000,183.6,186.2,0,0,,101662173,0,APPLE INC,,A
2014-03-07,2014-07-19,C,350000,178.6,181.2,0,33,,101662174,0,APPLE INC,,A
2014-03-07,2014-07-19,C,355000,173.6,176.7,0,0,,101662175,0,APPLE INC,,A
2014-03-07,2014-07-19,C,360000,168.65,171.2,0,0,,101662176,0,APPLE INC,,A
2014-03-07,2014-07-19,C,365000,163.65,166.2,0,0,,101662177,0,APPLE INC,,A
2014-03-07,2014-07-19,C,370000,158.7,161.7,0,2,,101662178,0,APPLE INC,,A
2014-03-07,2014-07-19,C,375000,153.75,156.7,0,0,,101662179,0,APPLE INC,,A
2014-03-07,2014-07-19,C,380000,148.8,151.9,0,13,,101662180,0,APPLE INC,,A
2014-03-07,2014-07-19,C,385000,143.85,146.35,25,3,,101662181,0,APPLE INC,,A
2014-03-07,2014-07-19,C,390000,138.9,141.6,25,15,,101662182,0,APPLE INC,,A
2014-03-07,2014-07-19,C,395000,134,136.45,0,1,,101662183,0,APPLE INC,,A
2014-03-07,2014-07-19,C,400000,129.15,131.1,5,595,,101662184,0,APPLE INC,,A
2014-03-07,2014-07-19,C,405000,124.25,126.2,0,90,,101662185,0,APPLE INC,,A
2014-03-07,2014-07-19,C,410000,119.3,121.8,0,88,,101662186,0,APPLE INC,,A
2014-03-07,2014-07-19,C,415000,114.4,116.95,0,184,0.186711,101662187,0,APPLE INC,,A
2014-03-07,2014-07-19,C,420000,109.65,111.6,0,188,0.160462,101662188,0,APPLE INC,,A
2014-03-07,2014-07-19,C,425000,104.8,107.35,0,54,0.210724,101662189,0,APPLE INC,,A
2014-03-07,2014-07-19,C,430000,100.1,102.05,0,144,0.201466,101662190,0,APPLE INC,,A
2014-03-07,2014-07-19,C,435000,95.25,97.55,0,36,0.208115,101662191,0,APPLE INC,,A
2014-03-07,2014-07-19,C,440000,90.6,92.75,1,237,0.208015,101662192,0,APPLE INC,,A
2014-03-07,2014-07-19,C,445000,86.15,88.2,0,36,0.213553,101662193,0,APPLE INC,,A
2014-03-07,2014-07-19,C,450000,81.7,83.95,5,718,0.218529,101662194,0,APPLE INC,,A
2014-03-07,2014-07-19,C,455000,77.15,79.3,0,89,0.215472,101662195,0,APPLE INC,,A
2014-03-07,2014-07-19,C,460000,72.8,74.95,0,422,0.215544,101662196,0,APPLE INC,,A
2014-03-07,2014-07-19,C,465000,68.55,70.75,0,72,0.216894,101662197,0,APPLE INC,,A
2014-03-07,2014-07-19,C,470000,64.55,66.55,0,255,0.217284,101662198,0,APPLE INC,,A
2014-03-07,2014-07-19,C,475000,60.6,62.55,5,344,0.218054,101662199,0,APPLE INC,,A
2014-03-07,2014-07-19,C,480000,57.65,58.75,1,665,0.223461,101662200,0,APPLE INC,,A
2014-03-07,2014-07-19,C,485000,54,55,0,251,0.223895,101662201,0,APPLE INC,,A
2014-03-07,2014-07-19,C,490000,50.45,51.4,0,434,0.224082,101662202,0,APPLE INC,,A
2014-03-07,2014-07-19,C,495000,47,47.85,0,865,0.223399,101662203,0,APPLE INC,,A
2014-03-07,2014-07-19,C,500000,44.1,44.55,92,4808,0.22529,101662204,0,APPLE INC,,A
2014-03-07,2014-07-19,C,505000,40.5,41.35,1,1637,0.22282,101662205,0,APPLE INC,,A
2014-03-07,2014-07-19,C,510000,37.6,38.3,35,1886,0.222978,101662206,0,APPLE INC,,A
2014-03-07,2014-07-19,C,515000,35.15,35.4,55,1151,0.224619,101662207,0,APPLE INC,,A
2014-03-07,2014-07-19,C,520000,32.35,32.8,127,2229,0.224504,101662208,0,APPLE INC,,A
2014-03-07,2014-07-19,C,525000,29.75,30.1,52,2931,0.223701,101662209,0,APPLE INC,,A
2014-03-07,2014-07-19,C,530000,27.3,27.6,150,3306,0.223178,101662210,0,APPLE INC,,A
2014-03-07,2014-07-19,C,535000,24.95,25.3,78,1218,0.222551,101662211,0,APPLE INC,,A
2014-03-07,2014-07-19,C,540000,22.75,23.1,90,4744,0.221959,101662212,0,APPLE INC,,A
2014-03-07,2014-07-19,C,545000,20.5,21.1,39,1746,0.220876,101662213,0,APPLE INC,,A
2014-03-07,2014-07-19,C,550000,18.95,19.2,202,10143,0.221835,101662214,0,APPLE INC,,A
2014-03-07,2014-07-19,C,555000,16.9,17.45,7,1121,0.220344,101662215,0,APPLE INC,,A
2014-03-07,2014-07-19,C,560000,15.4,15.75,14,3751,0.220277,101662216,0,APPLE INC,,A
2014-03-07,2014-07-19,C,565000,13.8,14.25,0,1132,0.21956,101662217,0,APPLE INC,,A
2014-03-07,2014-07-19,C,570000,12.4,12.85,6,2124,0.219178,101662218,0,APPLE INC,,A
2014-03-07,2014-07-19,C,575000,11.25,11.6,31,3920,0.219622,101662219,0,APPLE INC,,A
2014-03-07,2014-07-19,C,580000,10.05,10.4,32,2639,0.219077,101662220,0,APPLE INC,,A
2014-03-07,2014-07-19,C,585000,9.05,9.35,11,695,0.219277,101662221,0,APPLE INC,,A
2014-03-07,2014-07-19,C,590000,8.15,8.35,17,886,0.21934,101662222,0,APPLE INC,,A
2014-03-07,2014-07-19,C,595000,7.3,7.5,1,731,0.219567,101662223,0,APPLE INC,,A
2014-03-07,2014-07-19,C,600000,6.4,6.7,391,12046,0.218888,101662224,0,APPLE INC,,A
2014-03-07,2014-07-19,C,605000,5.75,6,5,1016,0.219402,101662225,0,APPLE INC,,A
2014-03-07,2014-07-19,C,610000,5.15,5.35,2,2483,0.219728,101662226,0,APPLE INC,,A
2014-03-07,2014-07-19,C,615000,4.55,4.8,0,633,0.219898,101662227,0,APPLE INC,,A
2014-03-07,2014-07-19,C,620000,4.1,4.3,9,1788,0.220724,101662228,0,APPLE INC,,A
2014-03-07,2014-07-19,C,625000,3.65,3.85,0,1738,0.221216,101662229,0,APPLE INC,,A
2014-03-07,2014-07-19,C,630000,3.25,3.45,6,882,0.221794,101662230,0,APPLE INC,,A
2014-03-07,2014-07-19,C,635000,2.9,3.05,0,307,0.222082,101662231,0,APPLE INC,,A
2014-03-07,2014-07-19,C,640000,2.59,2.83,1,771,0.223792,101662232,0,APPLE INC,,A
2014-03-07,2014-07-19,C,645000,2.31,2.67,0,406,0.225913,101662233,0,APPLE INC,,A
2014-03-07,2014-07-19,C,650000,2.07,2.45,51,6325,0.227341,101662234,0,APPLE INC,,A
2014-03-07,2014-07-19,C,655000,1.81,2.26,0,457,0.228339,101662235,0,APPLE INC,,A
2014-03-07,2014-07-19,C,660000,1.68,2.02,1,333,0.22979,101662236,0,APPLE INC,,A
2014-03-07,2014-07-19,C,665000,1.47,1.84,0,175,0.230472,101662237,0,APPLE INC,,A
2014-03-07,2014-07-19,C,670000,1.3,1.49,0,344,0.228547,101662238,0,APPLE INC,,A
2014-03-07,2014-07-19,C,675000,1.23,1.52,0,3143,0.233506,101662239,0,APPLE INC,,A
2014-03-07,2014-07-19,C,680000,0.99,1.39,1,1080,0.232762,101662240,0,APPLE INC,,A
2014-03-07,2014-07-19,C,685000,0.93,1.22,0,333,0.233874,101662241,0,APPLE INC,,A
2014-03-07,2014-07-19,C,690000,0.84,0.99,0,536,0.232622,101662242,0,APPLE INC,,A
2014-03-07,2014-07-19,C,695000,0.73,1.11,0,510,0.23791,101662243,0,APPLE INC,,A
2014-03-07,2014-07-19,C,700000,0.72,0.89,15,10108,0.237681,101662244,0,APPLE INC,,A
2014-03-07,2014-07-19,C,705000,0.58,0.94,0,386,0.240355,101662245,0,APPLE INC,,A
2014-03-07,2014-07-19,C,710000,0.54,0.89,0,281,0.242833,101662246,0,APPLE INC,,A
2014-03-07,2014-07-19,C,715000,0.47,0.84,0,182,0.244264,101662247,0,APPLE INC,,A
2014-03-07,2014-07-19,C,720000,0.43,0.67,0,204,0.242554,101802446,0,APPLE INC,,A
2014-03-07,2014-07-19,C,725000,0.41,0.63,0,2320,0.245068,101802447,0,APPLE INC,,A
2014-03-07,2014-07-19,C,730000,0.32,0.7,0,334,0.248807,101828770,0,APPLE INC,,A
2014-03-07,2014-07-19,C,735000,0.32,0.66,0,168,0.251762,101861876,0,APPLE INC,,A
2014-03-07,2014-07-19,C,740000,0.32,0.5,0,359,0.249914,101861877,0,APPLE INC,,A
2014-03-07,2014-07-19,C,745000,0.23,0.6,0,47,0.254524,101861878,0,APPLE INC,,A
2014-03-07,2014-07-19,C,750000,0.35,0.44,0,4130,0.256998,101861879,0,APPLE INC,,A
2014-03-07,2014-07-19,C,755000,0.19,0.55,0,49,0.258882,101861880,0,APPLE INC,,A
